S.No,e-Published Date,Bid Submission Closing Date,Tender Opening Date,Title and Ref,Organisation Chain
872.,22-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C. (1-1.5-3) from House No.D 27 to D 30 and D 31 to D 33 in Defence colony in Ward No. 145/Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-15][2023_SDMC_165253_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
873.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,"[Providing and Applying Thermoplastic Paint in NDSE-II Market, NDSE-I Market and Road from Arya Samaj Mandir to Subhash Chowk in Kotla Mubarakpur in Ward No. 147, Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-29][2023_SDMC_165397_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
874.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by pdg. RMC from Hno H-32 to H-44 NDSE-1 Kotla Mubarakpur in Ward No. 147/Central Zone.] [D/EE (M)-I/CNZ/2023-2024/24-30][2023_SDMC_165398_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
875.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Imp. dev. work] [EE(M-I)CLZ/2023-24/ 17-01][2023_NDMC_165402_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC
876.,23-Aug-2023 04:30 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:30 PM,"[Construction of Boundary wall MCD Park on Ratiya Marg Adjacent to Gas Godown in Sangam Vihar-C, Ward No. 168, CNZ] [EE (M)-III/CNZ/TC/2023-24/10-01][2023_SDMC_165437_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
877.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Imp. of pathology and microbiology lab.] [EE(M-I)CLZ/2023-24/ 17-02][2023_NDMC_165408_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC
878.,09-Aug-2023 05:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[pur/4/23-24/228/lspd/rrb/po] [PUR/4/23-24/228/RRB/LSPD/PO][2023_CSIR_163918_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
879.,09-Aug-2023 05:30 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,[Pharmacy/Medicine and Nutrition Outlet at Departure New Domestic Terminal Building T1] [AAI/BA/COMML/PHARMACY/2023][2023_AAI_163846_2],Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||COMMERCIAL-VEBS - AAI
880.,18-Aug-2023 05:00 PM,29-Aug-2023 03:00 PM,31-Aug-2023 03:30 PM,"[Servicing of 15 20 KVA Capacity working DG sets of different Exchanges BTS sites of Bacheli, Bijapur, Dantewada, Jagdalpur and Sukma SDCA under Bastar BA Jagdalpur. ] [28/EEE/BSNL/RYP/2023-24][2023_BSNL_164845_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||SE Electrical
881.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,"[Improvement/development of back lane by pdg. CC 1-1.5-3 from H.No. 24/147 to H.No. 24/152 in Vikram Vihar in Ward No. 146, Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-22][2023_SDMC_165374_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
882.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,"[Improvement/development of back lane by pdg. CC 1-1.5 -3 from H.No. D-7 to D-57 in D-Block Old Double Storey Lajpat Nagar-IV in Ward No. 146, Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-21][2023_SDMC_165373_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
883.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C (1-1.5-3) from House No. C57 to C65 in Defence colony in Ward No. 145/Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-18][2023_SDMC_165369_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
884.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C. (1-1.5-3) from House No. C45 to C56 in Defence colony in Ward No. 145/Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-20][2023_SDMC_165372_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
885.,16-Aug-2023 11:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[Spares of In Motion Weigh Bridge] [100000992][2023_APCPL_164573_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL
886.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_27],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
887.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_17],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
888.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_16],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
889.,22-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,"[Improvement/Development of road/lane by pdg. CC 1-1.5-3 from H.No. 179/2 to H.No. 200, 196 to 191 and 200 to 200B Jiwan nagar, Sidharth Nagar, Ward no. 143 Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-04][2023_SDMC_165223_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
890.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_15],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
891.,23-Aug-2023 04:30 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:30 PM,"[Construction of Boundary wall MCD Park on Ratiya Marg Adjacent to Gas Godown in Sangam Vihar-C, Ward No. 168, CNZ] [EE (M)-III/CNZ/TC/2023-24/10-01][2023_SDMC_165437_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC
892.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_40],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
893.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_39],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
894.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_38],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
895.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_37],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
896.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_36],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
897.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_35],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
898.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_34],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
899.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_33],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
900.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_32],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
901.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_49],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
902.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_48],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
903.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_47],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
904.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_46],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
905.,09-Aug-2023 02:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,"[Leather Goods and Accessories outlet at SHA, at New Domestic Terminal Building T1, BPI Airport Bhubaneswar] [AAI/Comml/Leather retail/2023][2023_AAI_163887_1]",Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||COMMERCIAL-VEBS - AAI
906.,18-Aug-2023 05:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[Pre Bid Engineering Services for the works of 6 lane access controlled Tharad Ahmedabad Expressway package 01 to 05 in the state of Gujarat on HAM mode] [IRCON/2023/HAM/NHAI/Tharad Ahm Bypass/Pkg 1 to 5][2023_IRCON_164930_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Business Development - IRCON
907.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_45],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
908.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_44],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
909.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_43],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
910.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_42],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
911.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_11],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
912.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_12],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
913.,08-Aug-2023 06:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,[RFP APPOINTMENT OF CONSULTANT FOR PREPARATION OF LAND USE PLAN AND GEOTAGGING OF ASSETS OF VISAKHAPATNAM PORT AUTHORITY] [IENG/SrAEM/ LU Plan/2023][2023_VPT_163778_1],Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
914.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_13],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
915.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_14],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
916.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_15],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
917.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_16],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
918.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_17],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
919.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_27],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
920.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_28],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
921.,19-Aug-2023 06:55 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,[IrconISL/1021/Tender/175/SVSU] [IrconISL/1021/Tender/175/SVSU][2023_IRCON_162990_2],IRCON International Limited||IRCONISL - IRCON
922.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_12],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
923.,08-Aug-2023 06:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,[RFP APPOINTMENT OF CONSULTANT FOR PREPARATION OF LAND USE PLAN AND GEOTAGGING OF ASSETS OF VISAKHAPATNAM PORT AUTHORITY] [IENG/SrAEM/ LU Plan/2023][2023_VPT_163778_1],Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
924.,07-Jun-2023 01:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 11:30 AM,[IE Services during Operation and Maintenance Period for Tada Nellore section of NH-16 from Km.52.800 to Km.163.600 and Nandigama - Ibrahimpatnam - Vijayawada section of NH-65 on BOT(Toll) and Nellore Bypass section of NH-16 (Total length 176 km)] [NHAI/ROVJA/Cilk-Nel/2023][2023_NHAI_156526_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
925.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_13],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
926.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_14],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
927.,21-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 04:00 PM,"[Tender for Purchasing LaserJet Printer Tonners at MNGL Baner office, Pune] [MNGL/CP/2023-24/76][2023_MNGL_165151_1]",Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement
928.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_15],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
929.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_16],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
930.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_17],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
931.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_20],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
932.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_32],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
933.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_19],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
934.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_10],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
935.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C. (1-1.5-3) from House No. C274 to C263 in Defence colony in Ward No. 145/Central Zone-I] [D/EE (M)-I/CNZ/2023-2024/24-17][2023_SDMC_165366_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
936.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_11],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
937.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_33],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
938.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_34],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
939.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_35],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
940.,09-Aug-2023 09:00 AM,29-Aug-2023 03:00 PM,30-Aug-2023 03:00 PM,[E-TENDER FOR ALLOTMENT OF AUTHORIZED SURFACE PARKING SITES ON MONTHLY LICENSE FEE BASIS] [AC/RPC/MCD/2023/D-1177 DATED 08.08.2023][2023_MCD_163789_12],Municipal Corporation of Delhi||Remunerative Project Cell - MCD
941.,24-Jul-2023 12:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 03:30 PM,[Repairing of boiler] [UCIL/Mill/234/352/2023][2023_UCIL_158134_1],Uranium Corporation of India Limited||Works Contract- Jharkhand - UCIL||Jaduguda- Mill
942.,22-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,30-Aug-2023 11:00 AM,[Electrical Work] [MCD/TR/4856/2023_6_1_1/1][2023_MCD_165148_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD
943.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C (1-1.5-3) from House No. C57 to C65 in Defence colony in Ward No. 145/Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-18][2023_SDMC_165369_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
944.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,[Improvement of back lane by laying C.C. (1-1.5-3) from House No. A1 to A19 in Defence colony in Ward No. 145/Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-19][2023_SDMC_165371_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
945.,23-Aug-2023 03:00 PM,29-Aug-2023 03:00 PM,29-Aug-2023 03:05 PM,"[Improvement/development of back lane by pdg. CC 1-1.5-3 from H.No. 9/51 to H.No. 9/56 in Vikram Vihar in Ward No. 146, Central Zone] [D/EE (M)-I/CNZ/2023-2024/24-24][2023_SDMC_165381_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
