,title,reference_no,tender_id
1484,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_8
1485,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_7
1486,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_6
1487,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_5
1488,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_1
1489,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_3
1490,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_17
1491,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_7
1492,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_6
1493,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_5
1494,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_4
1495,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_3
1496,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_2
1497,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_1
1498,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_16
1499,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_15
1500,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_16
1501,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_7
1502,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_6
1503,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_5
1504,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH CLUSTERS OF LED SCREENS/DIGITAL MEDIA AT VARIOUS LOCATIONS UNDER THE JURISDICTION OF MCD.] [ADVT/E-TENDER-12/22-23/D-1165,2023_SDMC_141730_1
1505,[Construction of 6-lane Flyover at Km.518.440 (Mouda Y-Junction) on Nagpur-Wainganga Bridge Section of NH-53 from Km.517.655 to Km.519.100 in the State of Maharashtra on EPC Mode],Construction of 6-lane Flyover at Km.518.440 (Mouda Y-Junction) on Nagpur-Wainganga Bridge Section of NH-53 from Km.517.655 to Km.519.100 in the State of Maharashtra on EPC Mode] [NHAI/RO-NAG/TENDERS/2022-23/33,2023_NHAI_141737_1
1506,"[Providing new Link Conveyor from CJ I, CJ II and NCB I conveyors to coal yard near Yellow Gate for handling coal (not meant for TTPS and NTPL) with a stockpiling capacity of 90,000 T on EPC basis and Comprehensive O and M for a period of 5 years]","Providing new Link Conveyor from CJ I, CJ II and NCB I conveyors to coal yard near Yellow Gate for handling coal (not meant for TTPS and NTPL) with a stockpiling capacity of 90,000 T on EPC basis and Comprehensive O and M for a period of 5 years] [MEE/CMEP1/MEC/LINCON/V1/22",2023_VOCPT_141716_1
1507,[Repair to main and branch roads inside factory area of O F Badmal. ],Repair to main and branch roads inside factory area of O F Badmal. ] [3012/Genl/TE-17/EO(C)/2022-23,2023_MIL_141641_1
1508,[E-Tender for security and infra mtce of Pathankot OA ],E-Tender for security and infra mtce of Pathankot OA ] [E- tender/PLG/ASR BA/Ext plant Mtce/PKT OA/2022-23,2022_BSNL_139375_1
1509,"[For Laying of OFC ie Laying PLB pipe/ Duct and Associated works by open trench Method/Trenchless Technology, Optical Fiber CableConstruction works in Vizianagaram Cluster-1, Srikakulam BA, A.P-532001.]","For Laying of OFC ie Laying PLB pipe/ Duct and Associated works by open trench Method/Trenchless Technology, Optical Fiber CableConstruction works in Vizianagaram Cluster-1, Srikakulam BA, A.P-532001.] [GMTDSKM/OFC Tenders/4G Sat/2022-23/3",2023_BSNL_141656_1
1510,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_9
1511,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_8
1512,[BTS Sites and Infrastructure Maintenance Outsourcing and rigger activities at BTS sites of Bangalore BGBA Bangalore and Kolar SSA],BTS Sites and Infrastructure Maintenance Outsourcing and rigger activities at BTS sites of Bangalore BGBA Bangalore and Kolar SSA] [AGM(MM)/T-57/2022-23/ BTS Sites Outsourcing,2023_BSNL_141670_1
1513,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_6
1514,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_3
1515,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_5
1516,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_7
1517,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_1
1518,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_4
1519,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH DESIGNATED SUBWAY/SITES UNDER THE JURISDICTION OF MCD.] [ ADVT/E-TENDER-11/22-23/D-1164 ,2023_SDMC_141696_2
1520,[Manpower and Equip./BNL],Manpower and Equip./BNL] [IRCON/JKCELL/JAT/14/1014/KB/O Tender/Man_Equip/555,2023_IRCON_141492_1
1521,[AS/B558-000-EB-TN-0010/1001],AS/B558-000-EB-TN-0010/1001] [AS/B558-000-EB-TN-0010/1001,2023_GAIL_141647_1
1522,"[RENOVATION AND RAISING THE LEVEL OF EXISTING RCC ROAD WITH CC PAVER BLOCK AND RELATED JOBS AT GTI, NOIDA]","RENOVATION AND RAISING THE LEVEL OF EXISTING RCC ROAD WITH CC PAVER BLOCK AND RELATED JOBS AT GTI, NOIDA] [GAIL/GTI NOIDA/C N P/CIVIL-MAINT/22-23/34",2023_GAIL_141692_1
1523,[Small Animal Telemetry],Small Animal Telemetry] [CDRI/2022/13029,2023_CSIR_141567_1
1524,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF NIR SPECTROMETER],SUPPLY INSTALLATION TESTING AND COMMISSIONING OF NIR SPECTROMETER] [IICB/PUR/599/641/26/2022-23,2023_CSIR_141559_1
1525,[Work Package Contract to support design activities of 19-seat SARAS Mk2 aircraft project at CSIR-NAL],Work Package Contract to support design activities of 19-seat SARAS Mk2 aircraft project at CSIR-NAL] [CSIR-NAL/WPC-19 SEAT SARAS Mk2/2023/S-VI,2023_CSIR_141597_1
1526,[Cons of 6-lane Greenfield Varanasi Ranchi-Kolkata Highway from junction with NH-119 in Malpura village to Lerua village from km 105.300 to km 116.000 and including 4-lane spur to NH-19 NH-119 (Spur length 6.6 Km) under BMP in Bihar on HAM],Cons of 6-lane Greenfield Varanasi Ranchi-Kolkata Highway from junction with NH-119 in Malpura village to Lerua village from km 105.300 to km 116.000 and including 4-lane spur to NH-19 NH-119 (Spur length 6.6 Km) under BMP in Bihar on HAM] [NHAI/BM/ Varanasi-Kolkata/2022/Pkg 5,2023_NHAI_141681_1
1527,[Standard size substrate with copper cladding],Standard size substrate with copper cladding] [NAL/PUR/CEM/329/22-X,2023_CSIR_141649_1
1528,[Resurfacing of Runway and Taxiway at C.A. Vadodara],Resurfacing of Runway and Taxiway at C.A. Vadodara] [AAI/CHQ/ENGG(WR)/VAD/RESUFACE,2022_AAI_139471_1
1529,[Expression Of Interest For Leasing Out of vacant Carpet Area Space in Tezpur BA],Expression Of Interest For Leasing Out of vacant Carpet Area Space in Tezpur BA] [ASCO-14/17(11)/1/2021-PLANNING TZP,2023_BSNL_141661_1
1530,[Photometric Test of Runway Edge Lights/ Airfield Ground Lighting (AGL) fixtures at Porbandar Airport],Photometric Test of Runway Edge Lights/ Airfield Ground Lighting (AGL) fixtures at Porbandar Airport] [AAI/WR/MUM/AGM9EE0/POR/1/22-23,2022_AAI_137809_1
1531,"[Constructionof LVUP D.Ch.117.920,LVUP D.Ch.316.200,PUP-Hump Subway atCh.309.700,322.500, 376.700),Flyover D.Ch.379.900, MNB Ch.381.155 and otherrelated workson Panipat-Jalandhar section of NH-44 fromKm96.000 to 387.100 inthe Stateof Har and Pun onEPC]","Constructionof LVUP D.Ch.117.920,LVUP D.Ch.316.200,PUP-Hump Subway atCh.309.700,322.500, 376.700),Flyover D.Ch.379.900, MNB Ch.381.155 and otherrelated workson Panipat-Jalandhar section of NH-44 fromKm96.000 to 387.100 inthe Stateof Har and Pun onEPC] [PDAMB/PANI-JAL/NH1/(EPC)/RFP",2023_NHAI_141668_1
1532,[Repairing and rectification of the GSE area at CA Jammu],Repairing and rectification of the GSE area at CA Jammu] [AAI/JAMMU/ENGG. CIVIL/GSE AREA/2023/01,2023_AAI_141198_1
1533,[MM/TCR/TENDER/MTCE OF EA-BTS/2022-23/9 Dated 13.01.2023],MM/TCR/TENDER/MTCE OF EA-BTS/2022-23/9 Dated 13.01.2023] [MM/TCR/TENDER/MTCE OF EA-BTS/2022-23/9 Dated ,2023_BSNL_141639_1
1534,[SUPPLY and INSTALLATION OF BATTERY SETS FOR UPS FOR MAHARASHTRA TELECOM CIRCLE],SUPPLY and INSTALLATION OF BATTERY SETS FOR UPS FOR MAHARASHTRA TELECOM CIRCLE] [CGM-MHTC/CPC/ReTender/UPS BTY/22-23/37 Dt 13/01/23,2023_BSNL_141582_1
1535,[License for Retail Sweet Confectionery Shop at Kanpur Airport Kanpur],License for Retail Sweet Confectionery Shop at Kanpur Airport Kanpur] [AAI/KANPUR/SWEETSHOP,2023_AAI_141596_1
1536,"[Shifting of existing Gantry Board from old approach road to New Approach road at the Sri Guru Ram Das Jee International Airport, Amritsar. SH Balance Work.]","Shifting of existing Gantry Board from old approach road to New Approach road at the Sri Guru Ram Das Jee International Airport, Amritsar. SH Balance Work.] [AAI/ASR/Engg. (C)/W-226",2023_AAI_141358_1
1537,[License for QUICK SERVICE RESTAURANT],License for QUICK SERVICE RESTAURANT] [AAI/GORAKHPUR/QSR,2023_AAI_141591_1
1538,[DC/B378-000-YF-MR-2060/141],DC/B378-000-YF-MR-2060/141] [DC/B378-000-YF-MR-2060/141,2022_GAIL_132103_2
1539,[Motor Cab Service at KOLKATA Airport],Motor Cab Service at KOLKATA Airport] [AAC/COM/MotorCab,2023_AAI_141604_1
1540,[18/EE(E)/ASR/2022-23],18/EE(E)/ASR/2022-23] [18/EE(E)/ASR/2022-23,2023_BSNL_141584_1
1541,"[Supply, Installation, Testing and Commissioning of 5 Passenger Machine Room Less Lift System at Mother Theresa Oldage Home, Nedumangadu, Thiruvananthapuram, Kerala]","Supply, Installation, Testing and Commissioning of 5 Passenger Machine Room Less Lift System at Mother Theresa Oldage Home, Nedumangadu, Thiruvananthapuram, Kerala] [HLL/CHO/PROJ/LIFT-MTOH/2022-23",2022_HLL_138574_2
1542,"[Retrofitting of existing 750 KVA DG set with New Diesel Engine, reconditioning of existing alternator and Installation, Testing and Commissioning of entire newly retrofitted DG Set at CSIR-NAL Kodihalli, Bengaluru - 560017]","Retrofitting of existing 750 KVA DG set with New Diesel Engine, reconditioning of existing alternator and Installation, Testing and Commissioning of entire newly retrofitted DG Set at CSIR-NAL Kodihalli, Bengaluru - 560017] [ESD - NAL / 14 / E of 2022 - 2023",2023_CSIR_141440_1
1543,[IE for Const of STRR(West side)NH948A-Obalapura to somakkanamutta from km0.000 to km46.300 PhI PckgI and Somakkanamutta to Kuniga from km46.300 to km79.000 PhI PckgII in Karnataka],IE for Const of STRR(West side)NH948A-Obalapura to somakkanamutta from km0.000 to km46.300 PhI PckgI and Somakkanamutta to Kuniga from km46.300 to km79.000 PhI PckgII in Karnataka] [NHAI/KNT/ STRR/ PhI/ PkgI AND II/IE/ 2023/185701,2023_NHAI_141571_1
1544,[Underground/ Over head OF Cable Maintenance Works under Cherthala and ALP division in ALAPPUZHA BA SEC1],Underground/ Over head OF Cable Maintenance Works under Cherthala and ALP division in ALAPPUZHA BA SEC1] [ALP /PLG/OF Tender-Mtce/22-23/11/ section 1 ,2023_BSNL_141544_1
1545,[Tender for Underground/Overhead OF Cable Maintenance Works in Alleppy BA under Ambalappuzha and Harippad divisions SEC2],Tender for Underground/Overhead OF Cable Maintenance Works in Alleppy BA under Ambalappuzha and Harippad divisions SEC2] [ALP /PLG/OF Tender-Mtce/22-23/11/ section 2 da,2023_BSNL_141549_1
1546,"[Repairing and maintenance of the existing 33kV four pole structures of HT yard at S V Airport, Raipur]","Repairing and maintenance of the existing 33kV four pole structures of HT yard at S V Airport, Raipur] [AAI/RP/EE/ARMO/HTYard/23/NIT4",2023_AAI_141500_1
1547,[E-Tender for Optical Fibre Cable Laying Work alongside the Ranchi Ring road ],E-Tender for Optical Fibre Cable Laying Work alongside the Ranchi Ring road ] [RTD/AGM(NWP)/E-Tender/Ring Road-OFC Laying/2022-23,2023_BSNL_141548_1
1548,"[Underground/ Over head OF Cable Maintenance Works in ALAPPUZHA BA under Kayamkulam, Chengannur and Mavelikkara divisions SEC3]","Underground/ Over head OF Cable Maintenance Works in ALAPPUZHA BA under Kayamkulam, Chengannur and Mavelikkara divisions SEC3] [ALP /PLG/OF Tender-Mtce/22-23/11/ section 3 ",2023_BSNL_141552_1
1549,[Miscellaneous steel structure maintenance and its associated works roofwall ],Miscellaneous steel structure maintenance and its associated works roofwall ] [DVC/CTPS/CIVILPH/WORKS 00123,2023_DVC_141450_1
1550,"[REPAIRS TO FLOOR, DRAIN AND REPLACEMENT OF AC SHEET AT WASHING UNIT AREA OF C3 SECTION AT AFK.]","REPAIRS TO FLOOR, DRAIN AND REPLACEMENT OF AC SHEET AT WASHING UNIT AREA OF C3 SECTION AT AFK.] [GM/AFK/EO/DC/970/2022-23",2023_MIL_141476_1
1551,[Calibration of Electrical Instruments in Jaduguda Mine],Calibration of Electrical Instruments in Jaduguda Mine] [UCIL/JAD/MM-01(B)/30,2023_UCIL_141530_1
