OBJECTID,CONTROL_SECT_JOB,DISTRICT_NUMBER,COUNTY_NUMBER,HIGHWAY_NUMBER,PROJ_CLASS,TYPE_OF_WORK,LIMITS_FROM,LIMITS_TO,LAYMAN_DESCRIPTION1,LAYMAN_DESCRIPTION2,BEG_MILE_POINT,END_MILE_POINT,PRIORITY_CODE,DIST_LET_DATE,LET_SCH_1,LET_SCH_2,TRUNK_SYS_FLAG,FREIGHT,ENERGY,PROJ_LENGTH,RAIL_COORDINATION,ACTUAL_LET_DATE,CONTROL_SECTION,DISTRICT_NAME,COUNTY_NAME,PT_TOP100,NBR_LET_YEAR,NBR_LET_MONTH,NBR_TOTAL_MONTHS,FC,OFFCS,PT_PHASE,LOC_ERROR,TPP_WORK_PROGRAM,PRJ_TIER,PRJ_UTP,SHAPE_Length
8406,061002059,1,81,IH 30,SC,SEAL COAT,HOPKINS COUNTY LINE (NFR),TITUS COUNTY LINE (NFR),PREVENTIVE MAINTENANCE,,0,10.668,,2012,2021,LA,Y,N,,10.668,N,2012,061002,Paris,Franklin,0,2020,12,24252,19,610,Construction underway or begins soon,NO ERROR,2101,NA,,0.183645499535352
8407,016701124,24,72,US 54,SFT,SAFETY IMPROVEMENT PROJECTS,AT FM 3255,.,HAZARD ELIMINATION & SAFETY,,16.44,16.64,C,2106,2021,LA,N,,,0.2,N,2106,016701,El Paso,El Paso,0,2021,6,24258,19,167,Construction underway or begins soon,NO ERROR,2108,NA,,0.00329450517116822
8408,000201099,24,72,SH 20,SFT,SAFETY IMPROVEMENT PROJECTS,0.085 MI S OF FM 76,0.17 MI W OF COLINA,HAZARD ELIMINATION & SAFETY,,25.733,32.36,C,2106,2021,LA,N,,,6.612,N,2106,000201,El Paso,El Paso,0,2021,6,24258,19,2,Construction underway or begins soon,NO ERROR,2108,NA,,0.104018112089216
8409,110701019,4,99,FM 760,SC,SEAL COAT,SH 51,FM 759,PREVENTIVE MAINTENANCE,,1,9.017,C,3511,,,N,,,8.018,N,,110701,Amarillo,Hansford,0,2035,11,24431,19,1107,"Corridor Studies, construction in 10+ years",NO ERROR,2101,NA,,0.116097161839915
8410,003917204,21,109,IH 2,WF,WIDEN FREEWAY,IH-2 WEST BOUND FRONTAGE RD.,@ TAYLOR RD.,INTERSECTION IMPROVEMENTS WITH RIGHT AND/OR LEFT TURN LANES,,20.735,20.867,P,3501,,,N,,,0,N,,003917,Pharr,Hidalgo,0,2035,1,24421,19,39,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0021187549980815
8411,091847253,18,57,CS,SFT,SAFETY IMPROVEMENT PROJECTS,AKARD ST AT CADIZ ST,IN THE CITY OF DALLAS,TRAFFIC SIGNAL IMPROVEMENTS,,0.705,0.705,C,2204,2022,LA,N,,,0.001,N,2204,091847,Dallas,Dallas,0,2022,4,24268,19,918,Construction underway or begins soon,ROUTE NOT FOUND,LOCAL,NA,,0
8412,066701123,20,124,SH 347,SFT,SAFETY IMPROVEMENT PROJECTS,AT 46TH STREET,.,CONSTRUCT PEDESTRIAN INFRASTRUCTURE,,9.236,9.436,C,2101,2021,LA,N,,,0.2,N,2101,066701,Beaumont,Jefferson,0,2021,1,24253,19,667,Construction underway or begins soon,NO ERROR,2108,NA,,0.00317526974197387
8413,201102015,8,132,SH 208,BR,BRIDGE REPLACEMENT,SALT FORK BRAZOS RIVER,.,BRIDGE REPLACEMENT,,14.425,14.825,C,2208,2022,,N,,Y,,N,2208,201102,Abilene,Kent,0,2022,8,24272,19,2011,Construction underway or begins soon,NO ERROR,2206,NA,,0.00591742291663486
8414,274003008,5,152,FM 2641,RER,REHABILITATION OF EXISTING ROAD,IH 27,750 FT EAST OF IH 27,HIGHWAY IMPROVEMENT,,1.056,1.178,,2112,2022,LA,N,N,Y,0.5,N,2112,274003,Lubbock,Lubbock,0,2021,12,24264,19,2740,Construction underway or begins soon,NO ERROR,2201,NA,,0.00211884002525696
8415,198101020,8,17,FM 1205,SC,SEAL COAT,FM 1610,CR 338,SEAL COAT,,5.019,18.467,C,2312,2024,,N,N,Y,0,N,,198101,Abilene,Borden,0,2023,12,24288,19,1981,Construction begins within 4 years,NO ERROR,2401,NA,1,0.215221333407062
8416,033102057,21,31,SH 100,SFT,SAFETY IMPROVEMENT PROJECTS,AT MICHIGAN ST.,.,INSTALL FLASHING BEACON,,20.905,21.105,C,2005,2020,LA,Y,Y,N,0.199,N,2005,033102,Pharr,Cameron,0,2020,5,24245,19,331,Construction underway or begins soon,NO ERROR,2008,NA,,0.00317222290315051
8419,143501025,22,142,FM 469,RER,REHABILITATION OF EXISTING ROAD,4.5 MI N OF FM 624,2.5 MI N OF FM 624,REHABILITATE EXISTING ROADWAY,,0.094,6.772,C,2603,,,N,,Y,2,N,,143501,Laredo,La Salle,0,2026,3,24315,19,1435,Construction begins within 4 years,NO ERROR,2601,NA,1,0.0970749868744768
8420,175801012,19,34,FM 1841,SFT,SAFETY IMPROVEMENT PROJECTS,SH 43,FM 251,HAZARD ELIMINATION & SAFETY,,11,14.91,C,2104,2021,LA,N,N,N,3.905,N,2104,175801,Atlanta,Cass,0,2021,4,24256,19,1758,Construction underway or begins soon,NO ERROR,2108,NA,,0.0661608393366569
8421,252901024,21,31,FM 2556,SC,SEAL COAT,FM 506,SH 107,PREVENTIVE MAINTENANCE,,0,4.39,C,2209,2023,,N,,,4.39,N,2209,252901,Pharr,Cameron,0,2022,9,24273,19,2529,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,2301,NA,1,0.0349825449663468
8422,091100085,11,3,VA,TCD,TRAFFIC CONTROL DEVICES,VARIOUS LOCATIONS DISTRICTWIDE,.,HIGHWAY IMPROVEMENT,,,,C,2502,2025,,,,,,N,,091100,Lufkin,Angelina,0,2025,2,24302,19,911,Construction begins within 4 years,INVALID LOCATION MEASURE,2511,NA,1,0
8423,025702036,23,68,SH 112,SC,SEAL COAT,UNION PACIFIC RR,SH 6,PREVENTIVE MAINTENANCE,,20.202,20.513,C,2011,2021,LA,N,,Y,0.31,N,2011,025702,Brownwood,Eastland,0,2020,11,24251,19,257,Construction underway or begins soon,NO ERROR,2101,NA,,0.00452257576431254
8425,013402059,3,252,US 380,SFT,SAFETY IMPROVEMENT PROJECTS,.350 MI E OF FM 926,FM 1769,HAZARD ELIMINATION & SAFETY,,18.65,25.153,C,2108,2021,LA,N,N,Y,6.491,N,2108,013402,Wichita Falls,Young,0,2021,8,24260,19,134,Construction underway or begins soon,NO ERROR,2108,NA,,0.111340140129542
8426,237001009,6,195,FM 3334,RER,REHABILITATION OF EXISTING ROAD,FM 2903,SH 17,HIGHWAY IMPROVEMENT,,7.376,14.966,D,2701,2027,,N,,Y,0,N,,237001,Odessa,Reeves,0,2027,1,24325,19,2370,Construction begins in 5 to 10 years,NO ERROR,11PES,NA,1,0.127532539463116
8428,124901018,8,209,FM 1084,SC,SEAL COAT,CR 157,US 180,SEAL COAT,,20,26.957,C,2012,2021,,N,N,Y,6.954,N,2012,124901,Abilene,Shackelford,0,2020,12,24252,19,1249,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,2101,NA,,0.110037258476599
8429,027304046,14,246,US 183,SFT,SAFETY IMPROVEMENT PROJECTS,0.230 MILES NORTH OF CR 254,0.135 MILES NORTH OF LIVE OAK TRAIL,HAZARD ELIMINATION & SAFETY,,5.877,6.734,C,2111,2022,LA,Y,,,0.96,N,2111,027304,Austin,Williamson,0,2021,11,24263,19,273,Construction underway or begins soon,NO ERROR,2208,NA,,0.0124404630400874
8430,000813244,2,220,IH 20,RER,REHABILITATION OF EXISTING ROAD,IH 35W,ANGLIN DR,ROADWAY REHABILITATION/RECONSTRUCTION WITH NO ADDED CAPACITY,,9.341,13.47,C,2305,2023,,N,,,,N,,000813,Fort Worth,Tarrant,0,2023,5,24281,19,8,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0702536018204053
8431,193402008,10,212,FM 2015,SC,SEAL COAT,"FM 16, S",1.7 MI N OF IH 20 AT THE DOG LEG,PREVENTIVE MAINTENANCE,,0.007,3.102,C,2012,2021,LA,N,,Y,,N,2012,193402,Tyler,Smith,0,2020,12,24252,19,1934,Construction underway or begins soon,NO ERROR,2101,NA,,0.0460710597534937
8432,028702017,15,95,SH 80,SP2,SUPER-2 HIGHWAY,IH 10,GONZALES C/L,CONSTRUCT NEW ROAD,,2.184,5.238,C,2909,2030,,N,N,Y,3.037,N,,028702,San Antonio,Guadalupe,0,2029,9,24357,19,287,Construction begins in 5 to 10 years,PARTIAL MATCH FOR THE TO-MEASURE,11PES,NA,1,0.0443991175067683
8433,000207051,24,116,IH 10,SFT,SAFETY IMPROVEMENT PROJECTS,11.172 MI E OF FM 34,0.05 MI E OF RM 1111,HAZARD ELIMINATION & SAFETY,,37.201,45.263,C,2105,2021,LA,Y,,Y,8.062,N,2105,000207,El Paso,Hudspeth,0,2021,5,24257,19,2,Construction underway or begins soon,NO ERROR,2108,NA,,0.133180117101753
8434,109602053,20,146,FM 770,SC,SEAL COAT,"2.1 MILES S OF HARDIN COUNTY LINE, SOUTH",US 90,SEAL COAT,,14.107,23.024,C,2009,2021,LA,N,,,8.92,N,2009,109602,Beaumont,Liberty,0,2020,9,24249,19,1096,Construction underway or begins soon,NO ERROR,2101,NA,,0.131291769565941
8435,091016147,10,212,CS,BR,BRIDGE REPLACEMENT,WHITTLE AT W. MUD CREEK TRIB,"IN TYLER, W OF FM 2493",BRIDGE REPLACEMENT,,0.175,0.175,,2201,2022,LA,N,,,,N,2201,091016,Tyler,Smith,0,2022,1,24265,19,910,Construction underway or begins soon,ROUTE NOT FOUND,2206,NA,,0
8436,017507061,11,174,BU 59-F,OV,OVERLAY,US 59,FM 343,RESURFACE ROADWAY,,16.176,17.285,C,2203,2022,LA,N,,Y,0,N,2203,017507,Lufkin,Nacogdoches,0,2022,3,24267,19,175,Construction underway or begins soon,NO ERROR,2211,NA,,0.0163273403575723
8437,091512637,15,15,CS,SFT,SAFETY IMPROVEMENT PROJECTS,ON INGRAM RD AT OAKHILL RD,.,HAZARD ELIMINATION & SAFETY,,,,C,2206,2022,LA,N,,,0.2,N,2206,091512,San Antonio,Bexar,0,2022,6,24270,19,915,Construction underway or begins soon,INVALID LOCATION MEASURE,LOCAL,NA,,0
8438,102301036,20,36,FM 563,SFT,SAFETY IMPROVEMENT PROJECTS,"0.11 MI N OF FM 2041, SOUTH",0.08 MI N OF SH 61,HAZARD ELIMINATION & SAFETY,,16.381,19.515,C,2103,2021,LA,N,,,3.134,N,2103,102301,Beaumont,Chambers,0,2021,3,24255,19,1023,Construction underway or begins soon,NO ERROR,2108,NA,,0.0467113143274285
8439,014605037,25,79,US 70,OV,OVERLAY,"FM 654, EAST",4.361 MILES WEST OF CROWELL WCL,HIGHWAY IMPROVEMENT,,0,5.2,C,2011,2021,LA,N,,,5.2,N,2011,014605,Childress,Foard,0,2020,11,24251,19,146,Construction underway or begins soon,NO ERROR,2101,NA,,0.0890310977131828
8440,090131135,1,60,CR,BR,BRIDGE REPLACEMENT,AT BRANCH OF JOHNS CREEK,FANNIN CR 2130,BRIDGE REPLACEMENT,,,,C,2107,2021,LA,N,N,,0.076,N,2107,090131,Paris,Delta,0,2021,7,24259,19,901,Construction underway or begins soon,INVALID LOCATION MEASURE,2106,NA,,0
8441,002602035,13,76,US 90,SFT,SAFETY IMPROVEMENT PROJECTS,AT FM 1295,.,INSTALL/UPGRADE ROADWAY LIGHTING,,6.9,7.1,C,2006,2020,LA,N,N,Y,0.2,N,2006,002602,Yoakum,Fayette,0,2020,6,24246,19,26,Construction underway or begins soon,NO ERROR,2008,NA,,0.00333009042247062
8442,188501019,4,99,FM 281,SC,SEAL COAT,FM 760/SH 51,OCHILTREE COUNTY LINE,SEAL COAT,,15,20.313,C,2011,2021,LA,N,,,5.312,N,2011,188501,Amarillo,Hansford,0,2020,11,24251,19,1885,Construction underway or begins soon,NO ERROR,2101,NA,,0.0947734778017603
8443,024805065,19,230,US 271,RER,REHABILITATION OF EXISTING ROAD,0.1 MI S OF FM 726,GREGG C/L,SURFACING/ROADWAY RESTORATION,,20.811,24.954,C,2509,,,N,N,Y,4.169,N,,024805,Atlanta,Upshur,0,2025,9,24309,19,248,Construction begins within 4 years,NO ERROR,2601,NA,1,0.0613267418713045
8444,091847268,18,57,CS,SFT,SAFETY IMPROVEMENT PROJECTS,BENNETT AVE AT ROSS AVE,IN THE CITY OF DALLAS,TRAFFIC SIGNAL IMPROVEMENTS,,0.892,0.892,C,2204,2022,LA,N,,,0,N,2204,091847,Dallas,Dallas,0,2022,4,24268,19,918,Construction underway or begins soon,ROUTE NOT FOUND,2208,NA,,0
8445,072901046,1,92,FM 121,SFT,SAFETY IMPROVEMENT PROJECTS,0.1 MI W OF US 75,SH 5,HAZARD ELIMINATION & SAFETY,,29.843,30.571,C,2011,2021,LA,N,N,,0.701,N,2011,072901,Paris,Grayson,0,2020,11,24251,19,729,Construction underway or begins soon,MEASURE EXTENT OUT OF ROUTE MEASURE RANGE,2108,NA,,0
8446,109601066,20,101,SH 105,SC,SEAL COAT,"FM 770 BATSON, EAST",FM 770 SARATOGA,SEAL COAT,,22.372,25.236,C,2009,2021,LA,Y,,,2.86,N,2009,109601,Beaumont,Hardin,0,2020,9,24249,19,1096,Construction underway or begins soon,NO ERROR,2101,NA,,0.0474534090981441
8447,092802022,11,187,FM 350,SC,SEAL COAT,2.632 MILES NORTH OF FM 3152,US 190,RESURFACE ROADWAY,,0,12.499,C,2111,2022,LA,N,,Y,0,N,2111,092802,Lufkin,Polk,0,2021,11,24263,19,928,Construction underway or begins soon,NO ERROR,2201,NA,,0.185579330488465
8449,078601087,20,124,FM 364,SFT,SAFETY IMPROVEMENT PROJECTS,MANION DRIVE,PHELAN BLVD,TRAFFIC SIGNAL IMPROVEMENTS,,13.658,14.223,C,2101,2021,LA,N,,,0.565,N,2101,078601,Beaumont,Jefferson,0,2021,1,24253,19,786,Construction underway or begins soon,NO ERROR,2108,NA,,0.00820218823132551
8451,037405029,24,116,US 62,SFT,SAFETY IMPROVEMENT PROJECTS,17.71 MI W OF RM 2317,2.92 MI W OF RM 2317,HAZARD ELIMINATION & SAFETY,,14.27,28.699,C,2102,2021,LA,Y,,Y,14.429,N,2102,037405,El Paso,Hudspeth,0,2021,2,24254,19,374,Construction underway or begins soon,NO ERROR,2108,NA,,0.24341608592507
8452,351005045,12,102,SH 99,LSE,LANDSCAPE & SCENIC ENHANCEMENT,FORT BEND COUNTY LINE,NORTH OF US 290,LANDSCAPE DEVELOPMENT,,0.001,17.369,C,1908,2019,,N,,,17.369,N,1908,351005,Houston,Harris,0,2019,8,24236,19,3510,Construction underway or begins soon,NO ERROR,TOLREV,NA,,0.253939041892561
8453,091405204,14,246,CR,BR,BRIDGE REPLACEMENT,CR 118 AT COTTONWOOD CREEK,.,BRIDGE REPLACEMENT,,2.793,2.793,C,2303,2023,,N,,,,N,,091405,Austin,Williamson,0,2023,3,24279,19,914,Construction begins within 4 years,ROUTE NOT FOUND,2306,NA,1,0
8454,050003636,12,102,IH 45,OV,OVERLAY,MAIN ST,LINK RD,SURFACING/ROADWAY RESTORATION,,26.027,27.245,C,2501,,,N,,,1.2,N,,050003,Houston,Harris,1,2025,1,24301,19,500,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0177146179590954
8455,004704031,18,43,SH 5,WNF,WIDEN NON-FREEWAY,SH 121,NORTH OF COLLIN COUNTY OUTER LOOP,CONSTRUCT NEW ROADWAY LANES,,6.934,10.082,C,2212,2023,,N,,,0,N,0,004704,Dallas,Collin,0,2022,12,24276,19,47,Construction begins within 4 years,NO ERROR,1904U,NA,1,0.0471778299740633
8456,010301042,6,195,SH 17,IOI,INTERSECTION & OPERATIONAL IMPRV,BI 20,CR 206,INTERSECTION IMPROVEMENT,,10.001,14.013,D,2901,,,N,,Y,,N,,010301,Odessa,Reeves,0,2029,1,24349,19,103,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,1,0.0587489276841729
8457,095708028,24,189,FM 170,SC,SEAL COAT,BU 67-A,21 MI SE BU 67-A,PREVENTIVE MAINTENANCE,,0,21.187,C,2212,2023,,N,,Y,,N,,095708,El Paso,Presidio,0,2022,12,24276,19,957,Construction begins within 4 years,NO ERROR,2301,NA,1,0.332844277959515
8458,216501008,25,44,FM 1981,BR,BRIDGE REPLACEMENT,@ COTTONWOOD CREEK,.,BRIDGE REPLACEMENT,,11.509,11.532,C,2407,2024,,N,,,,N,,216501,Childress,Collingsworth,0,2024,7,24295,19,2165,Construction begins within 4 years,NO ERROR,2406,NA,1,0.000405219157098333
8459,092102448,21,109,,WNF,WIDEN NON-FREEWAY,"ON MILE 6, SH 107",MILE 14 1/2,WIDEN ROAD - ADD LANES,,0.249,0.249,D,2901,,,N,,,,N,,092102,Pharr,Hidalgo,0,2029,1,24349,19,921,Construction begins in 5 to 10 years,ROUTE NOT FOUND,LOCAL,NA,1,0
8460,050802128,20,36,IH 10,SC,SEAL COAT,"HARRIS COUNTY LINE, EAST",SH 99,SEAL COAT,,0.003,2.641,C,2209,2023,,N,,,,N,2209,050802,Beaumont,Chambers,0,2022,9,24273,19,508,Construction underway or begins soon,NO ERROR,2301,NA,1,0.0438765268465745
8461,007310059,15,7,IH 37,SC,SEAL COAT,0.5 MI N OF PULLIN ROAD,US 281 SOUTH,RESURFACE ROADWAY,,3.269,4.649,C,2210,2023,,Y,,Y,1.379,N,2210,007310,San Antonio,Atascosa,0,2022,10,24274,19,73,Construction underway or begins soon,NO ERROR,2301,NA,1,0.0217534087089618
8463,212105051,24,72,IH 10,SFT,SAFETY IMPROVEMENT PROJECTS,OT SMITH RD,EL PASO/HUDSPETH COUNTY LINE,HAZARD ELIMINATION & SAFETY,,56.521,62.668,,2007,2020,,Y,,,,N,2007,212105,El Paso,El Paso,0,2020,7,24247,19,2121,Construction underway or begins soon,NO ERROR,2008,NA,,0.098310039881189
8464,025511023,21,109,BU 281W,WNF,WIDEN NON-FREEWAY,SH 107,IH 69C,WIDEN ROAD - ADD LANES AND SHOULDERS,,4.218,7.872,P,4001,,,N,,,3.77,N,,025511,Pharr,Hidalgo,0,2040,1,24481,19,255,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0533520980351504
8465,034803032,16,129,SH 80,SC,SEAL COAT,ATASCOSA COUNTY LINE,SH 119,SEAL COAT,,1.062,6.728,C,2010,2021,,N,,Y,5.666,N,2010,034803,Corpus Christi,Karnes,0,2020,10,24250,19,348,Construction underway or begins soon,NO ERROR,2101,NA,,0.0844744065551205
8466,090936180,9,14,VA,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",ON LUTHER CURTIS RD. FROM LEE MAYS BLVD.,RAYMOND MAYS MIDDLE SCHOOL,CONSTRUCT PEDESTRIAN INFRASTRUCTURE,,,,C,2206,2022,LA,,,,,N,2206,090936,Waco,Bell,0,2022,6,24270,19,909,Construction underway or begins soon,INVALID LOCATION MEASURE,20SRTS,NA,,0
8467,082403017,3,39,FM 172,SC,SEAL COAT,ARCHER CL,SH 148,SURFACING/ROADWAY RESTORATION,,1.047,14.522,,2011,2021,LA,N,,Y,13.47,N,2011,082403,Wichita Falls,Clay,0,2020,11,24251,19,824,Construction underway or begins soon,NO ERROR,2101,NA,,0.231110315619995
8468,001704044,15,7,IH 35,RER,REHABILITATION OF EXISTING ROAD,0.5 MI SOUTH OF FM 3175,FM 2790,REHABILITATE EXISTING ROADWAY,,10.578,11.618,C,2109,2022,LA,Y,,Y,1.039,N,2109,001704,San Antonio,Atascosa,0,2021,9,24261,19,17,Construction underway or begins soon,NO ERROR,2201,NA,,0.0160884793412123
8469,017915008,13,29,SH 238,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",SH 35,US 87,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,0.445,2.058,,2008,2020,LA,N,,,1.89,N,2008,017915,Yoakum,Calhoun,0,2020,8,24248,19,179,Construction underway or begins soon,NO ERROR,2010CR,NA,,0.0242249839067948
8470,180402028,21,109,FM 1926,WNF,WIDEN NON-FREEWAY,MILE 5 (AUBURN AVE),SH 495,WIDEN ROAD - ADD LANES AND SHOULDERS,,2.446,6.409,P,4001,,,N,,,4,N,,180402,Pharr,Hidalgo,0,2040,1,24481,19,1804,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.057619116614263
8471,351005047,12,102,SH 99,WF,WIDEN FREEWAY,IH 10 WEST,WEST ROAD,WIDEN ROAD - ADD LANES,,1.756,9.169,C,2604,,,N,,,8,N,,351005,Houston,Harris,0,2026,4,24316,19,3510,Construction begins within 4 years,NO ERROR,TOLREV,NA,1,0.108843904569413
8472,094601046,19,34,FM 250,SC,SEAL COAT,SH 11,MORRIS C/L,SEAL COAT,,40,41.867,C,2010,2021,LA,N,,,2.193,N,2010,094601,Atlanta,Cass,0,2020,10,24250,19,946,Construction underway or begins soon,NO ERROR,2101,NA,,0.0297344193858302
8474,090700217,7,226,VA,TCD,TRAFFIC CONTROL DEVICES,VARIOUS LOCATIONS IN SJT DISTRICT,.,HIGHWAY IMPROVEMENT,,0,0.001,C,2701,,,N,,,0.001,,,090700,San Angelo,Tom Green,0,2027,1,24325,19,907,Construction begins in 5 to 10 years,ROUTE NOT FOUND,2701,NA,1,0
8475,081701027,18,61,FM 428,LSE,LANDSCAPE & SCENIC ENHANCEMENT,SHERMAN DR,PLUM ST,LANDSCAPE DEVELOPMENT,,1.012,1.144,C,2111,2022,LA,N,,,0.15,N,2111,081701,Dallas,Denton,0,2021,11,24263,19,817,Construction underway or begins soon,NO ERROR,2210GR,NA,,0.00191839626353776
8476,144202012,13,90,FM 1296,SC,SEAL COAT,CALDWELL C/L,FM 1115,SEAL COAT,,0.036,6.858,C,2011,2021,,N,,Y,6.86,N,2011,144202,Yoakum,Gonzales,0,2020,11,24251,19,1442,Construction underway or begins soon,NO ERROR,2101,NA,,0.102754843676413
8477,001705097,15,163,IH 35,SC,SEAL COAT,CR 770,MEDINA / ATASCOSA COUNTY LINE,RESURFACE ROADWAY,,8.007,12.666,C,2010,2021,LA,Y,,,4.66,N,2010,001705,San Antonio,Medina,0,2020,10,24250,19,17,Construction underway or begins soon,NO ERROR,2101,NA,,0.0726368164015528
8478,016201097,9,161,SH 31,INC,INTERCHANGE (NEW OR RECONSTRUCTED),0.5 MI S OF FM 939,0.5 MI N OF FM 939,CONSTRUCT BRIDGE,,13.582,14.228,,2108,2021,,Y,,,2.834,N,2108,016201,Waco,McLennan,0,2021,8,24260,19,162,Construction underway or begins soon,NO ERROR,02MU,NA,,0.010088319722644
8479,120003061,14,227,FM 973,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",MOORES BRIDGE ROAD,BURLESON ROAD,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,14.939,15.048,C,2202,2022,LA,N,,,,N,2202,120003,Austin,Travis,0,2022,2,24266,19,1200,Construction underway or begins soon,NO ERROR,2209,NA,,0.00169140167155041
8483,271501009,13,45,FM 2761,SC,SEAL COAT,IH 10,FM 949,SURFACING/ROADWAY RESTORATION,,1,6.868,C,2011,2021,,N,,Y,5.571,N,2011,271501,Yoakum,Colorado,0,2020,11,24251,19,2715,Construction underway or begins soon,NO ERROR,2101,NA,,0.0909802912115402
8484,251501005,13,143,FM 2543,SC,SEAL COAT,FM 318,END OF STATE MAINTENANCE,SEAL COAT,,1.013,4.184,C,2011,2021,,N,,Y,3.184,N,2011,251501,Yoakum,Lavaca,0,2020,11,24251,19,2515,Construction underway or begins soon,NO ERROR,2101,NA,,0.0495368009996488
8485,256002033,11,174,SL 224,WNF,WIDEN NON-FREEWAY,FM 2609,SH 7,CONVERT NON-FREEWAY,,4.724,7.977,P,3503,,,N,,Y,,N,,256002,Lufkin,Nacogdoches,0,2035,3,24423,19,2560,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.0482759779454401
8487,221102031,14,246,FM 1460,OV,OVERLAY,OLD SETTLERS BOULEVARD,US 79,RESURFACE ROADWAY,,6.573,8.357,C,2102,2021,LA,N,,,0,N,2102,221102,Austin,Williamson,0,2021,2,24254,19,2211,Construction underway or begins soon,NO ERROR,2101,NA,,0.0262182830390507
8488,070302062,20,101,FM 92,SC,SEAL COAT,"FM 418, SOUTH",0.707 MILES SOUTH,SEAL COAT,,11.573,12.28,C,2209,2023,,N,,,0.707,N,2209,070302,Beaumont,Hardin,0,2022,9,24273,19,703,Construction underway or begins soon,NO ERROR,2301,NA,1,0.010442459474328
8489,013504036,18,43,US 380,WF,WIDEN FREEWAY,JCT US 380/ EAST PRINCETON DRIVE,CR 560,WIDEN ROAD - ADD LANES,,2.09,9.489,D,2703,,,Y,,,7.399,N,,013504,Dallas,Collin,0,2027,3,24327,19,135,Construction begins in 5 to 10 years,NO ERROR,12TTC,NA,1,0.127071648267447
8491,131601075,17,21,FM 1179,TCD,TRAFFIC CONTROL DEVICES,SH 6,SH 47,HAZARD ELIMINATION & SAFETY,,8.681,15.205,C,2009,2021,LA,N,,,,N,2009,131601,Bryan,Brazos,0,2020,9,24249,19,1316,Construction underway or begins soon,NO ERROR,2101,NA,,0.103926982363168
8493,083202030,3,244,FM 925,SC,SEAL COAT,FM 392,US 287,SURFACING/ROADWAY RESTORATION,,0,6.549,,2011,2021,LA,N,,,6.54,N,2011,083202,Wichita Falls,Wilbarger,0,2020,11,24251,19,832,Construction underway or begins soon,NO ERROR,2101,NA,,0.113292249830543
8494,009402138,2,220,SH 183,OV,OVERLAY,WEST OF BIG FOSSIL CREEK,RUFE SNOW DRIVE,RESURFACE ROADWAY,,0.004,0.572,C,2502,,,N,,,,N,,009402,Fort Worth,Tarrant,0,2025,2,24302,19,94,Construction begins within 4 years,NO ERROR,2501,NA,1,0.00967596667497491
8495,017903035,12,20,SH 35,OV,OVERLAY,E OF CR 477,MATAGORDA C/L,SURFACING/ROADWAY RESTORATION,,57.123,58.5,C,2007,2020,LA,N,,,1.224,N,2007,017903,Houston,Brazoria,0,2020,7,24247,19,179,Construction underway or begins soon,NO ERROR,2001,NA,,0.0224998554837241
8496,015617030,3,5,US 82,OV,OVERLAY,BU 82F,WICHITA COUNTY LINE,RESURFACE ROADWAY,,15.547,18.711,,2103,2021,LA,Y,,Y,3.1,N,2103,015617,Wichita Falls,Archer,0,2021,3,24255,19,156,Construction underway or begins soon,NO ERROR,2101,NA,,0.0523397747700934
8497,027114240,12,102,IH 610,BIK,BICYCLE INFRASTRUCTURE IMPROVEMENTS,OLD KATY ROAD,WEST 12TH STREET,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,0.014,0.513,C,2409,2025,,N,,,0.49,N,,027114,Houston,Harris,0,2024,9,24297,19,271,Construction begins within 4 years,NO ERROR,2209,NA,1,0.00725125532486875
8498,092400143,24,72,VA,RER,REHABILITATION OF EXISTING ROAD,DISTRICTWIDE,.,REPLACE GUARDRAIL,,,,C,2102,2021,,,,,1,N,2102,092400,El Paso,El Paso,0,2021,2,24254,19,924,Construction underway or begins soon,INVALID LOCATION MEASURE,2101,NA,,0
8499,079502017,25,65,FM 1260,BR,BRIDGE REPLACEMENT,@ SALT FORK OF RED RIVER,.,BRIDGE REPLACEMENT,,0.962,1.076,C,2407,2024,,N,,,,N,,079502,Childress,Donley,0,2024,7,24295,19,795,Construction begins within 4 years,NO ERROR,2406,NA,1,0.0016666491086329
8500,092000130,20,124,VA,SFT,SAFETY IMPROVEMENT PROJECTS,DISTRICTWIDE,.,HAZARD ELIMINATION & SAFETY,,,,P,3501,,,,,,,N,,092000,Beaumont,Jefferson,0,2035,1,24421,19,920,"Corridor Studies, construction in 10+ years",INVALID LOCATION MEASURE,,NA,,0
