doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
524501-2021,Active,,France,Bordeaux,Insurance services,France-Bordeaux: Insurance services,524501-2021,15/10/2021,201,BORDEAUX,AXANIS (FR 612-GIRONDE),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66514110 - Motor vehicle insurance services66515200 - Property insurance services66516500 - Professional liability insurance services66510000 - Insurance services,FRFRI12,http://www.axanis.fr,Public procurement Directive 2014/24/EU,18/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524499-2021,Active,,France,Nîmes,Auction organisation services,France-Nîmes: Auction organisation services,524499-2021,15/10/2021,201,NÎMES,caisse de Crédit Municipal de Nîmes (26300047300094),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,2 - Submission for one lot only,2 - The most economic tender,79957000 - Auction organisation services,FRJ11FRJ12FRJ13FRJ15,http://www.credit-municipal-nimes.fr,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524498-2021,Active,,France,Clichy-la-Garenne,Miscellaneous services,France-Clichy-la-Garenne: Miscellaneous services,524498-2021,15/10/2021,201,CLICHY-LA-GARENNE,commune de clichy,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,98300000 - Miscellaneous services45223110 - Installation of metal structures,FR105,http://www.ville-clichy.fr,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524497-2021,Active,,France,Ploërmel,"Sewage, refuse, cleaning and environmental services","France-Ploërmel: Sewage, refuse, cleaning and environmental services",524497-2021,15/10/2021,201,PLOËRMEL,ploërmel Communauté,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,"90000000 - Sewage, refuse, cleaning and environmental services",FRH04,https://www.ploermelcommunaute.bzh/,Public procurement Directive 2014/24/EU,10/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524496-2021,Active,,France,Arsac,Accident and health insurance services,France-Arsac: Accident and health insurance services,524496-2021,15/10/2021,201,ARSAC,communauté de communes médoc estuaire,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66512000 - Accident and health insurance services,FRI12,http://www.cc-medoc-estuaire.fr/,Public procurement Directive 2014/24/EU,26/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524486-2021,Active,,France,Clermont-Ferrand,Architectural and related services,France-Clermont-Ferrand: Architectural and related services,524486-2021,15/10/2021,201,CLERMONT-FERRAND,spl clermont auvergne (82109417400017),FR,FR,8 - Other,-,12/10/2021,4 - Services,2 - Restricted procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90713000 - Environmental issues consultancy services71410000 - Urban planning services71200000 - Architectural and related services71420000 - Landscape architectural services71311300 - Infrastructure works consultancy services,FRK14,http://www.assemblia.fr,Public procurement Directive 2014/24/EU,19/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524485-2021,Active,,France,Paris,Architectural services for buildings,France-Paris: Architectural services for buildings,524485-2021,15/10/2021,201,PARIS,Régie Immobilière de la Ville de Paris (55203270800216),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71221000 - Architectural services for buildings71210000 - Advisory architectural services,FR101,http://www.rivp.fr,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524484-2021,Active,,France,Agen,Real estate services,France-Agen: Real estate services,524484-2021,15/10/2021,201,AGEN,Agen Habitat - OPH,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,70000000 - Real estate services,FRI14,https://www.agenhabitat.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524483-2021,Active,,France,Toulon,Hire of trucks with driver,France-Toulon: Hire of trucks with driver,524483-2021,15/10/2021,201,TOULON,conseil Général du Var (22830001800113),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,60181000 - Hire of trucks with driver60400000 - Air transport services,FRL05,http://var.fr,Public procurement Directive 2014/24/EU,19/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524480-2021,Active,,France,Saint-Laurent-Blangy,Planting and maintenance services of green areas,France-Saint-Laurent-Blangy: Planting and maintenance services of green areas,524480-2021,15/10/2021,201,SAINT-LAURENT-BLANGY,sdis 62,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,77310000 - Planting and maintenance services of green areas,FRE12,http://sdis62.e-marchespublics.com,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524479-2021,Active,,France,Orléans,Child daycare services,France-Orléans: Child daycare services,524479-2021,15/10/2021,201,ORLÉANS,centre communal d action sociale (26450035600383),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,85312110 - Child daycare services,FRB06,http://www.orleans-metropole.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524478-2021,Active,,France,Strasbourg,Technical inspection and testing services,France-Strasbourg: Technical inspection and testing services,524478-2021,15/10/2021,201,STRASBOURG,voies navigables de France (13001779100018),FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71630000 - Technical inspection and testing services,FRF11,http://www.vnf.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524476-2021,Active,,France,Paris,Printing and related services,France-Paris: Printing and related services,524476-2021,15/10/2021,201,PARIS,cnbf Caisse Nationale des Barreaux Fra,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79800000 - Printing and related services,FR101,https://cnbf.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524475-2021,Active,,France,Saint-Chef,Liability insurance services,France-Saint-Chef: Liability insurance services,524475-2021,15/10/2021,201,SAINT-CHEF,cc Les Balcons du Dauphiné,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66514110 - Motor vehicle insurance services66515200 - Property insurance services66512000 - Accident and health insurance services66515411 - Pecuniary loss insurance services,FRK24,https://www.balconsdudauphine.fr/,Public procurement Directive 2014/24/EU,23/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524474-2021,Active,,France,Angers,Litter collection services,France-Angers: Litter collection services,524474-2021,15/10/2021,201,ANGERS,PODELIHA (05720113900045),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90511300 - Litter collection services,FRG0,www.podeliha.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524473-2021,Active,,France,Sainte-Marie-sur-Ouche,Household-refuse collection services,France-Sainte-Marie-sur-Ouche: Household-refuse collection services,524473-2021,15/10/2021,201,SAINTE-MARIE-SUR-OUCHE,communauté de Communes Ouche et Montag (20003905500013),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"90513000 - Non-hazardous refuse and waste treatment and disposal services90511100 - Urban solid-refuse collection services90520000 - Radioactive-, toxic-, medical- and hazardous waste services90511200 - Household-refuse collection services",FRC11,http://www.ouche-montagne.fr,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524472-2021,Active,,France,Orléans,Catering services,France-Orléans: Catering services,524472-2021,15/10/2021,201,ORLÉANS,dsnj,FR,FR,1 - Ministry or any other national or federal authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,60100000 - Road transport services55520000 - Catering services55521200 - Meal delivery service,FR102FRJ15FRL03,http://defense.gouv.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524471-2021,Active,,France,Louvroil,"Accommodation, building and window cleaning services","France-Louvroil: Accommodation, building and window cleaning services",524471-2021,15/10/2021,201,LOUVROIL,soc pub locale trpt intercommunaux sam,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"90917000 - Cleaning services of transport equipment90911000 - Accommodation, building and window cleaning services90911200 - Building-cleaning services90911300 - Window-cleaning services",FR,https://www.stibus.fr/,Public procurement Directive 2014/24/EU,29/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524470-2021,Active,,France,Sorigny,Building-cleaning services,France-Sorigny: Building-cleaning services,524470-2021,15/10/2021,201,SORIGNY,cc touraine vallee de l indre (20007265000019),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90919200 - Office cleaning services90910000 - Cleaning services90911200 - Building-cleaning services90911300 - Window-cleaning services,FRB04,http://www.tourainevalleedelindre.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524469-2021,Active,,France,Caen,Bacteriological analysis services,France-Caen: Bacteriological analysis services,524469-2021,15/10/2021,201,CAEN,communauté Urbaine Caen la Mer (20006559700011),FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,85111820 - Bacteriological analysis services,FRD11,https://www.caenlamer.fr/,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524468-2021,Active,,France,Paris,Safety training services,France-Paris: Safety training services,524468-2021,15/10/2021,201,PARIS,adoma,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,80550000 - Safety training services,FR,http://www.adoma.cdc-habitat.fr,Public procurement Directive 2014/24/EU,08/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524460-2021,Active,,France,Toulouse,Miscellaneous repair and maintenance services,France-Toulouse: Miscellaneous repair and maintenance services,524460-2021,15/10/2021,201,TOULOUSE,PROMOLOGIS (69080205300023),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50800000 - Miscellaneous repair and maintenance services,FR,http://www.promologis.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524459-2021,Active,,France,Bourg-en-Bresse,Miscellaneous repair and maintenance services,France-Bourg-en-Bresse: Miscellaneous repair and maintenance services,524459-2021,15/10/2021,201,BOURG-EN-BRESSE,SEMCODA (75920075100130),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50800000 - Miscellaneous repair and maintenance services,FRK21,http://www.semcoda.com,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524458-2021,Active,,France,Bourg-en-Bresse,Repair and maintenance services of taps,France-Bourg-en-Bresse: Repair and maintenance services of taps,524458-2021,15/10/2021,201,BOURG-EN-BRESSE,SEMCODA (75920075100130),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50513000 - Repair and maintenance services of taps,FRK21,http://www.semcoda.com,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524457-2021,Active,,France,Nancy,Repair and maintenance services of water meters,France-Nancy: Repair and maintenance services of water meters,524457-2021,15/10/2021,201,NANCY,Meurthe et Moselle Habitat (78332977400161),FR,FR,R - Regional or local Agency/Office,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,38421100 - Water meters50411100 - Repair and maintenance services of water meters,FRF31,http://www.mmhabitat.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
