doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,latitude,longitude,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,description,postal_code,email,amount,currency,og_notice_no,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,document_id_5,publication_date_5,deadline_5,country_alpha,country_mfn,currency_code,converted_amount_usd
472380-2021,Active,,United Kingdom,Belfast,"Architectural, construction, engineering and inspection services","United Kingdom-Belfast: Architectural, construction, engineering and inspection services",472380-2021,17/09/2021,181,BELFAST,Education Authority NI,EN,UK,3 - Regional or local authority,-,13/09/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"71324000 - Quantity surveying services71312000 - Structural engineering consultancy services71321000 - Engineering design services for mechanical and electrical installations for buildings71200000 - Architectural and related services71541000 - Construction project management services71000000 - Architectural, construction, engineering and inspection services71220000 - Architectural design services",UKN06,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,428663-2020,11/09/2020,13/10/2020,3 - Contract notice,Education Authority NI,472380-2021,17/09/2021,nan,nan,nan,nan,nan,nan,"Appointment of a Project Manager led Integrated Consultant Team for the delivery of the Glencraig Integrated PS, Holywood, Belfast. Approximate services value is in the cost range £325,000.00 and £375,000.00. The Integrated Consultant Team to provide full professional services for RIBA Plan of Work 2013 Stages 0-7 to include project management, provision of architectural, quantity surveying, structural, services engineering, civil and structural services for delivery of the proposed School Enhancement Programme (SEP) project.",BT1 2NQ,Connor.ODonnell@eani.org.uk,269800.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472379-2021,Active,,United Kingdom,Ripley,"Other community, social and personal services","United Kingdom-Ripley: Other community, social and personal services",472379-2021,17/09/2021,181,RIPLEY,The Police and Crime Commissioner for Derbyshire (n/a),EN,UK,6 - Body governed by public law,-,13/09/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"98000000 - Other community, social and personal services",UK,https://uk.eu-supply.com/,Public procurement Directive 2014/24/EU,nan,53.0488393,-1.4302374270653362,541887-2020,11/11/2020,08/12/2020,3 - Contract notice,The Police and Crime Commissioner for Derbyshire (n/a),472379-2021,17/09/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472378-2021,Active,,United Kingdom,Ripley,"IT services: consulting, software development, Internet and support","United Kingdom-Ripley: IT services: consulting, software development, Internet and support",472378-2021,17/09/2021,181,RIPLEY,The Police and Crime Commissioner for Derbyshire (n/a),EN,UK,6 - Body governed by public law,-,13/09/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"48000000 - Software package and information systems72500000 - Computer-related services72000000 - IT services: consulting, software development, Internet and support30230000 - Computer-related equipment",UK,https://uk.eu-supply.com/,Public procurement Directive 2014/24/EU,nan,53.0488393,-1.4302374270653362,431091-2020,14/09/2020,15/10/2020,3 - Contract notice,The Police and Crime Commissioner for Derbyshire (n/a),472378-2021,17/09/2021,nan,nan,nan,nan,nan,nan,"The Provision of IT Hardware, Software and Associated Consumables","Police Headquarters,",kirsty.holding.16487@derbyshire.pnn.police.uk,15000000.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472377-2021,Active,,United Kingdom,Belfast,"Architectural, construction, engineering and inspection services","United Kingdom-Belfast: Architectural, construction, engineering and inspection services",472377-2021,17/09/2021,181,BELFAST,Education Authority NI,EN,UK,3 - Regional or local authority,-,13/09/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"71324000 - Quantity surveying services71312000 - Structural engineering consultancy services71321000 - Engineering design services for mechanical and electrical installations for buildings71200000 - Architectural and related services71541000 - Construction project management services71000000 - Architectural, construction, engineering and inspection services71220000 - Architectural design services",UKN06,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,428639-2020,11/09/2020,13/10/2020,3 - Contract notice,Education Authority NI,472377-2021,17/09/2021,nan,nan,nan,nan,nan,nan,"Appointment of a Project Manager led Integrated Consultant Team for the delivery of the new Cliftonville Integrated PS, Belfast. Approximate services value is in the cost range £325,000.00 and £375,000.00. The Integrated Consultant Team to provide full professional services for RIBA Plan of Work 2013 Stages 0-7 to include project management, provision of architectural, quantity surveying, structural, services engineering, civil and structural services for delivery of the proposed School Enhancement Programme (SEP) project.",BT1 2NQ,Connor.Odonnell@eani.org.uk,269800.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472376-2021,Active,,United Kingdom,Belfast,"Architectural, construction, engineering and inspection services","United Kingdom-Belfast: Architectural, construction, engineering and inspection services",472376-2021,17/09/2021,181,BELFAST,Education Authority NI,EN,UK,3 - Regional or local authority,-,13/09/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"71324000 - Quantity surveying services71312000 - Structural engineering consultancy services71321000 - Engineering design services for mechanical and electrical installations for buildings71200000 - Architectural and related services71541000 - Construction project management services71000000 - Architectural, construction, engineering and inspection services71220000 - Architectural design services",UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,428645-2020,11/09/2020,13/10/2020,3 - Contract notice,Education Authority NI,472376-2021,17/09/2021,nan,nan,nan,nan,nan,nan,"Appointment of a Project Manager led Integrated Consultant Team for the delivery of the new Killinchy PS, Newtownards, Co Down,. Approximate services value is in the cost range £325,000.00 and £375,000.00. The Integrated Consultant Team to provide full professional services for RIBA Plan of Work 2013 Stages 0-7 to include project management, provision of architectural, quantity surveying, structural, services engineering, civil and structural services for delivery of the proposed School Enhancement Programme (SEP) project.",BT1 2NQ,connor.mcdonnell@eani.org.uk,269800.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472375-2021,Active,,United Kingdom,Edinburgh,Building and facilities management services,United Kingdom-Edinburgh: Building and facilities management services,472375-2021,17/09/2021,181,EDINBURGH,Scottish Government,EN,UK,1 - Ministry or any other national or federal authority,-,13/09/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"45452000 - Exterior cleaning work for buildings79992000 - Reception services79993100 - Facilities management services44613800 - Containers for waste material48420000 - Facilities management software package and software package suite77211500 - Tree-maintenance services90919100 - Cleaning services of office equipment90919200 - Office cleaning services39151000 - Miscellaneous furniture39150000 - Miscellaneous furniture and equipment90922000 - Pest-control services90911000 - Accommodation, building and window cleaning services90900000 - Cleaning and sanitation services34928480 - Waste and rubbish containers and bins90700000 - Environmental services90513000 - Non-hazardous refuse and waste treatment and disposal services90711100 - Risk or hazard assessment other than for construction72317000 - Data storage services90500000 - Refuse and waste related services72514000 - Computer facilities management services71317200 - Health and safety services50800000 - Miscellaneous repair and maintenance services72514100 - Facilities management services involving computer operation50700000 - Repair and maintenance services of building installations72514200 - Facilities management services for computer systems development50710000 - Repair and maintenance services of electrical and mechanical building installations71324000 - Quantity surveying services90511400 - Paper collecting services50610000 - Repair and maintenance services of security equipment71315300 - Building surveying services72514300 - Facilities management services for computer systems maintenance50532000 - Repair and maintenance services of electrical machinery, apparatus and associated equipment50413200 - Repair and maintenance services of firefighting equipment50324200 - Preventive maintenance services50750000 - Lift-maintenance services77314000 - Grounds maintenance services72253000 - Helpdesk and support services45259000 - Repair and maintenance of plant51122000 - Installation services of flagpoles79710000 - Security services77310000 - Planting and maintenance services of green areas79993000 - Building and facilities management services",UKM,http://www.scotland.gov.uk,Public procurement Directive 2014/24/EU,nan,55.9519018,-3.1904199,237494-2018,02/06/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The Scottish Ministers have awarded a contract to a single service provider for the provision of Facilities Management (FM) Services. The service will include hard and soft FM services and related projects. The maximum contract duration is 10 years (initial duration 7 years) with the option to extend for a period of 24 months, and a further period of 12 months).Other parties to this contract include:The Scottish Government, including Science and Advice for Scottish Agriculture (SASA)Student Award Agency for Scotland (SASA);Accountancy in Bankruptcy;Education Scotland;Transport Scotland; andSocial Security Scotland Agency.",EH6 6QQ,michael.brydon@gov.scot,400000000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472373-2021,Active,,United Kingdom,Londonderry,Clinical chemistry system,United Kingdom-Londonderry: Clinical chemistry system,472373-2021,17/09/2021,181,LONDONDERRY,BSO Procurement & Logistic Service,EN,UK,8 - Other,-,13/09/2021,2 - Supplies,1 - Open procedure,K - Modification of a contract/concession during its term,4 - European Union,9 - Not applicable,9 - Not applicable,33159000 - Clinical chemistry system,UKN,https://etenders.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.9978678,-7.3213056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472372-2021,Active,,United Kingdom,Sheffield,Microscopes,United Kingdom-Sheffield: Microscopes,472372-2021,17/09/2021,181,SHEFFIELD,Sheffield Hallam University (02380120)),EN,UK,6 - Body governed by public law,-,14/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,38510000 - Microscopes38512000 - Ion and molecular microscopes,UKE32,https://www.shu.ac.uk/,Public procurement Directive 2014/24/EU,nan,53.3806626,-1.4702278,129680-2021,15/03/2021,19/04/2021,3 - Contract notice,Sheffield Hallam University,472372-2021,17/09/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472371-2021,Active,,United Kingdom,Leeds,Detection and analysis apparatus,United Kingdom-Leeds: Detection and analysis apparatus,472371-2021,17/09/2021,181,LEEDS,University of Leeds (05575019),EN,UK,6 - Body governed by public law,-,14/09/2021,2 - Supplies,B - Competitive procedure with negotiation,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,38430000 - Detection and analysis apparatus,UKE42,www.leeds.ac.uk,Public procurement Directive 2014/24/EU,nan,53.7974185,-1.5437941,528522-2020,04/11/2020,30/11/2020,3 - Contract notice,Liverpool Heart and Chest Hospital NHS Foundation Trust,472371-2021,17/09/2021,nan,nan,nan,nan,nan,nan,Notice of award of a Direct or Hybrid Pixel Detector for Electron Energy Loss Spectroscopy applications in a 30-100kV Scanning Transmission Electron Microscope.,LS2 9JZ,s.j.greaves@leeds.ac.uk,179600,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472370-2021,Active,,United Kingdom,Glasgow,Medical consumables,United Kingdom-Glasgow: Medical consumables,472370-2021,17/09/2021,181,GLASGOW,NHS Greater Glasgow and Clyde,EN,UK,6 - Body governed by public law,-,14/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,33140000 - Medical consumables,UKM82,http://www.nhsggc.org.uk/,Public procurement Directive 2014/24/EU,nan,55.8609825,-4.2488787,23406-2020,17/01/2020,20/02/2020,3 - Contract notice,NHS Greater Glasgow and Clyde,472370-2021,17/09/2021,nan,nan,nan,nan,nan,nan,"Spinal cord stimulation (known as SCS or neuromodulation) is a treatment modality used for chronic pain. The implantable stimulator emits mild electric current to block nerve impulses in the spine. Many chronic conditions are treated using a spinal cord stimulator implant. The aim is to meet the Spinal Cord Stimulation Service clinical requirements, whilst obtaining best possible contractual arrangements. There will be 8 Lots which will be awarded on a single supplier basis per Lot.",G4 0SF,kevin.mcguigan@ggc.scot.nhs.uk,15000000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
472369-2021,Active,,United Kingdom,Liverpool,"Construction work for highways, roads","United Kingdom-Liverpool: Construction work for highways, roads",472369-2021,17/09/2021,181,LIVERPOOL,Liverpool City Council,EN,UK,3 - Regional or local authority,-,14/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"45233100 - Construction work for highways, roads34923000 - Road traffic-control equipment",UKD72,http://www.liverpool.gov.uk,Public procurement Directive 2014/24/EU,nan,53.4071991,-2.99168,589509-2020,07/12/2020,08/01/2021,3 - Contract notice,Liverpool City Council,472369-2021,17/09/2021,nan,nan,nan,nan,nan,nan,Hydraulic Bollards,L3 1DS,neil.gaskell2@liverpool.gov.uk,1453910.68,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
