Tender,Company,Procurement,Notice,Location,Closing,Value,Date
South Cambridgeshire District Council - Heritage Streetlight LED Retrofitting  Assessment and Upgrade Works,South Cambridgeshire District Council,  Opportunity,  Open,  East of England,"  26 August 2022,  1pm",  £0,  28 July 2022
"London Borough of Lewisham is seeking the provision of Education, Training & Employment Worker for Rough Sleepers",London Borough of Lewisham,  Opportunity,  Open,  England,"  30 August 2022, 12pm",  £0,  28 July 2022
Landscape Works & Associated Engineering to Castle Hill & Peggy's Meadow,Dudley Metropolitan Borough Council,  Opportunity,  Open,  DY1 1HF,"   6 September 2022, 12pm",  £0.01,  28 July 2022
Soft Marketing Event - IPS - Substance Mis-use,Doncaster Council,  Opportunity,  Open,  DN1 3BU,"  25 August 2022, 12pm",  £0 to £1,  28 July 2022
"CPU5116 Inspection, Cleaning, Repairs and Emergency Call outs for Bus Stop Assets, including Real-Time Passenger Information Hardware",Nottingham City Council,  Opportunity,  Open,  East Midlands,"  30 August 2022, 11:59pm","  £225,000","  22 July 2022, last edited 28 July 2022"
L22053-T-TS -Cleaning and associated services,London Luton Airport,  Opportunity,  Open,  LU2 9LY,"  30 September 2022, 12:32pm","  £13,600,000 to £17,000,000","  28 July 2022, last edited 28 July 2022"
702950450 Laundry Equipment for HMS Victory,Ministry of Defence,  Opportunity,  Open,  South East,"  31 August 2022, 10am","  £12,120","  16 July 2022, last edited 28 July 2022"
Information Management System for School Swimming,Nottinghamshire County Council,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £170,000","  26 July 2022, last edited 28 July 2022"
Housing First service,London Borough of Lewisham,  Opportunity,  Open,  England,"  30 August 2022, 12pm",  £0,  28 July 2022
For the Provision of a Fireworks Display for a Family Bonfire Event,Oldham Council,  Opportunity,  Open,  England,"  30 August 2022, 12pm","  £48,000",  28 July 2022
GB-Bristol: Timber framed shelter - Westonbirt Arboretum Coppice,"Forestry Commission, acting through Forestry England (hereinafter referred to as Forestry England)",  Opportunity,  Open,  South West,"  24 August 2022, 12pm","  £25,000 to £50,000",  28 July 2022
GB-Chelmsford: Strategic Housing Needs Assessment,Chelmsford City Council,  Opportunity,  Open,  East of England,"  25 August 2022, 12pm","  £25,000 to £50,000",  28 July 2022
Conference and Accommodation Management Computer Systems,THE UNIVERSITY OF CHICHESTER,  Opportunity,  Open,  PO19 6PE,"  31 August 2022, 12pm",  £0.01,  28 July 2022
"GB-TELFORD: Day to day Building, Electrical and Mechanical Response Maintenance  Lot 1 Commercial & Lot 2 Domestic",Telford & Wrekin Council,  Opportunity,  Open,  West Midlands,"  23 September 2022, 12pm","  £100,000 to £500,000",  28 July 2022
CA10896 - Cleaning Contract for Community Sites,West Suffolk NHS Foundation Trust,  Opportunity,  Open,  IP33 2QZ,"  31 August 2022, 12pm",  £0,  28 July 2022
FCTRFQ06/22-01 Document Handling and Workflow solution,Espo,  Future opportunity,  Open,  United Kingdom,Approach to market date 31 August 2022,"  £80,000","  14 June 2022, last edited 28 July 2022"
Production Survey in the South of West England Forest District,FORESTRY COMMISSION,  Opportunity,  Open,"  West Midlands, South West","  26 August 2022,  2pm","  £12,000",  27 July 2022
Development of Acute Liaison Role,Health Education England,  Opportunity,  Open,  LS1 4PL,"   7 September 2022, 12pm","  £150,000",  27 July 2022
Fire Alarms & Emergency Lighting,Sheffield City Council,  Opportunity,  Open,  S1 2HH,"  12 September 2022,  4pm","  £0 to £500,000",  27 July 2022
CCTV Camera Replacement and Associated Maintenance Services,East Staffordshire Borough Council,  Opportunity,  Open,  West Midlands,"  30 August 2022, 12pm","  £384,000",  27 July 2022
PAN2720- Asbestos Removal Works - LCC Housing Division,Leicester City Council,  Opportunity,  Open,  England,"  31 August 2022, 12pm","  £4,500,000 to £5,500,000",  27 July 2022
"Mine Heat ""Living Lab"" - Gateshead   Multiple monitoring borehole construction",The Coal Authority,  Opportunity,  Open,  North East,"   5 September 2022,  4pm",  £0,  27 July 2022
IA2891 - Cannock Chase District Council Website Design,Staffordshire County Council,  Opportunity,  Open,  ST16 2DH,"  24 August 2022, 12pm","  £80,000",  27 July 2022
"Supply, install and maintain mobility equipment service to OHCAT",Orchard Hill College & Academy Trust,  Opportunity,  Open,"  South East, London","  30 August 2022, 10am",  £0,  27 July 2022
Supply of CanineTherapy Services to OHCAT,Orchard Hill College & Academy Trust,  Opportunity,  Open,"  South East, London","  30 August 2022, 10am",  £0,  27 July 2022
CCHA - Fire Door Repair & Replacement Project 2022-23,Castles and Coasts Housing Association,  Opportunity,  Open,  North East,"  26 August 2022,  5pm","  £450,000",  27 July 2022
PRF1514 -User Participation Services For People With Learning Disability And/or Autism in Cambridgeshire and Peterborough,Peterborough City Council,  Early engagement,  Open,  England,  27 October 2022,Publication date 27 July 2022,None
Avionics Systems and Procedural Trainer (ASPT),Ministry of Defence,  Opportunity,  Open,  South West,"  30 August 2022, 12pm","  £450,000","  27 July 2022, last edited 27 July 2022"
Window Replacements,James Paget University Hospitals NHS Foundation Trust,  Opportunity,  Open,  NR31 6LA,"  29 August 2022, 12pm","  £160,000 to £180,000","  27 July 2022, last edited 27 July 2022"
PLAY PARK REPAIRS,Thetford Town Council,  Opportunity,  Open,  IP24 2DS,"  24 August 2022, 12pm","  £40,000",  27 July 2022
ADULT SOCIAL CARE PREVENTION SERVICES FOR Lot 7 & Lot 8,Wokingham Borough Council,  Opportunity,  Open,  United Kingdom,"  31 August 2022, 12pm","  £930,858",  27 July 2022
Green Light Toolkit,Health Education England,  Opportunity,  Open,  LS1 4PL,"   7 September 2022, 12pm","  £300,000",  27 July 2022
"FIT-OUT CONTRACTOR FOR PRESTON CITY COUNCIL'S HARRIS YOUR PLACE PROJECT - AT THE HARRIS MUSEUM, ART GALLERY, AND LIBRARY",Preston City Council,  Opportunity,  Open,  England,"   5 September 2022,  5pm","  £20,000 to £2,000,000",  27 July 2022
"Population Surveying Support - Social Care, Carers and General Population 2022 - 2025",Bath and North East Somerset Council,  Opportunity,  Open,  South West,"  25 August 2022, 12pm","  £65,000","  27 July 2022, last edited 27 July 2022"
SC22135 - Electric Fastrack Services,Kent County Council,  Opportunity,  Open,  England,"  26 August 2022, 12pm","  £120,000,000",  27 July 2022
Repair and Adaptation (Disabled Facilities Grants),East Staffordshire Borough Council,  Opportunity,  Open,  West Midlands,"  30 August 2022, 12pm","  £3,800,000",  27 July 2022
2022_CulEng - P2P Gender Equality Research,BRITISH COUNCIL(THE),  Opportunity,  Open,"  Europe, Rest of the World","   7 September 2022, 10am","  £65,000",  27 July 2022
Highways and Transportation Cost Consultancy Services,Leeds City Council,  Opportunity,  Open,  Yorkshire and the Humber,"  31 August 2022, 12pm","  £0 to £4,000,000",  27 July 2022
Tax Consultancy Services,Progress Housing Group,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £250,000",  27 July 2022
Grave Digging Service for Braintree District Council,Braintree District Council,  Opportunity,  Open,  East of England,"  31 August 2022, 12pm","  £225,000",  27 July 2022
UOW870 Appointment of a Civil and Structural Engineer in respect of the  Construction of a Teaching and Office Building,University Of Worcester,  Opportunity,  Open,  WR2 6AJ,"  30 August 2022, 12pm",  £0,  27 July 2022
CST038 - Provision of an Insurance Broker and Risk Management,Derbyshire County Council,  Opportunity,  Open,  England,"  30 August 2022, 11am","  £100,000",  27 July 2022
Multiply Programme,Blackpool Council,  Opportunity,  Open,  England,"  25 August 2022, 12pm",  £0,  27 July 2022
PROVISION OF NEW WIRELESS NETWORK FOR THE TRANSMISSION OF CCTV IMAGES FOR SOCIAL HOUSING,Luton Council,  Opportunity,  Open,  LU1 2BQ,"  26 August 2022,  5pm","  £450,000",  27 July 2022
Greystone Gill & New Inn Bridges Maintenance 2022,North Yorkshire County Council,  Opportunity,  Open,  Yorkshire and the Humber,"  24 August 2022, 12pm","  £0 to £50,000",  27 July 2022
Improving Post-Combustion Carbon Capture Air Quality Risk Assessment Techniques,DEPARTMENT FOR ENVIRONMENT FOOD & RURAL AFFAIRS,  Opportunity,  Open,  United Kingdom,"   9 September 2022, 12am","  £25,000 to £40,000","  22 July 2022, last edited 27 July 2022"
Housing and Economic Development Needs Assessment 2022,South Downs National Park Authority,  Opportunity,  Open,  GU29 9DH,"   2 September 2022, 12pm","  £20,000 to £25,000",  27 July 2022
Adult Learning Classroom Provision 2022 - 2025,Wirral Borough Council,  Future opportunity,  Open,  Rest of the World,Approach to market date  2 June 2025,"  £500,000",  27 July 2022
Group Medical Insurance for Country Based Staff & Dependents for the British High Commission Islamabad & British Deputy High Commission Karachi,Foreign Commonwealth and Development Office,  Opportunity,  Open,  Any region,"  26 August 2022,  5pm","  £420,000",  27 July 2022
Animal Diet Feeder Trailer,The University of Nottingham,  Opportunity,  Open,  NG7 2RN,"  25 August 2022, 12pm",  £0,"  27 July 2022, last edited 27 July 2022"
Hemsworth Water Park - path resurfacing,Hemsworth Town Council,  Opportunity,  Open,  WF9 5JB,"   9 September 2022,  3pm","  £25,000",  27 July 2022
Roof Replacement Planned Works Programme & Associated Works (Multi Lot),London Borough of Hillingdon,  Opportunity,  Open,  UB8 1UW,"   1 September 2022,  1pm","  £3,000,000","  12 July 2022, last edited 27 July 2022"
GB-Liverpool: Provision and HR System and Integrated Payroll Bureau Service,The ACC Liverpool Group Limited,  Opportunity,  Open,  North West,"  25 August 2022, 10am","  £100,000 to £500,000",  27 July 2022
LiveWest - Fire Door Registry and Fire Strategy Plans,LiveWest Homes Limited,  Opportunity,  Open,  England,"   4 September 2022, 11:59pm",  £0,  27 July 2022
Stanningley Heating Boiler Replacement,West Yorkshire Fire & Rescue,  Opportunity,  Open,  BD11 2DY,"  26 August 2022, 12pm",  £0,"  27 July 2022, last edited 27 July 2022"
Floral Displays,Macclesfield Town Council,  Opportunity,  Open,  SK10 1EA,"   2 September 2022, 12pm","  £80,000",  27 July 2022
North Notts Saving Service,NORTH NOTTS BID LIMITED,  Opportunity,  Open,  DN22,"  26 August 2022,  5pm","  £25,000 to £30,000",  27 July 2022
"The redesign and extension of an existing Car Park in Farnsfield, Newark",Farnsfield Parish Council,  Opportunity,  Open,  NG22 8FA,"  30 August 2022, 11:59pm",  £1,  27 July 2022
AT1170 - Buckle Close - Balconies,Luton Council,  Opportunity,  Open,  Lu3 3sz,"  26 August 2022,  5pm","  £194,688",  27 July 2022
Ennor Farm self-build ground works,COUNCIL OF THE ISLES OF SCILLY,  Opportunity,  Open,  TR210LW,"  16 September 2022,  4pm","  £900,000","  15 July 2022, last edited 27 July 2022"
"LiveWest - Design and Build 79 homes at Foxes Field, Gulval, Cornwall",LiveWest Homes Limited,  Opportunity,  Open,  England,"  25 August 2022, 11:59pm","  £15,000,000","  21 July 2022, last edited 27 July 2022"
LiveWest - Provision of Insurance and Related Services,LiveWest Homes Limited,  Opportunity,  Open,  England,"  31 August 2022, 11:59pm","  £8,000,000","  26 July 2022, last edited 27 July 2022"
Supply of a high resolution benchtop microCT and analysis software,University of Leeds,  Opportunity,  Open,  Yorkshire and the Humber,"  26 August 2022, 12am","  £350,000",  27 July 2022
Healthcare Services to Vinney Green Secure Children's Home,NHS England South West,  Opportunity,  Open,  South West,"   2 September 2022, 12pm","  £5,075,000","  27 July 2022, last edited 27 July 2022"
Mobile Telephony Services,Croydon Council,  Future opportunity,  Open,  England,Approach to market date  1 August 2024,"  £100,000",  27 July 2022
Conservation Area Appraisal of the Wednesbury Conservation Area to Include Assessment of Potential for Expansion and Development of Conservation Area Management Plan,Sandwell Metropolitan Borough Council,  Opportunity,  Open,  B69 3DB,"   7 September 2022,  3pm","  £16,000 to £20,000",  27 July 2022
DHSC:ASC:Better Care Fund,Department of Health and Social Care (DHSC),  Opportunity,  Open,  sw1H 0EU,"  26 August 2022,  3pm","  £5,477,778 to £5,187,667",  27 July 2022
RES/PS/Language Services Framework,Bristol City Council,  Opportunity,  Open,  South West,"  26 August 2022, 12pm","  £1,500,000",  27 July 2022
PAN2729 - Employee Assistance Program,Leicester City Council,  Opportunity,  Open,  England,"  31 August 2022, 12pm","  £300,000",  27 July 2022
PAN2728 - Musculoskeletal Rehabilitation,Leicester City Council,  Opportunity,  Open,  England,"  31 August 2022, 12pm","  £700,000",  27 July 2022
Multi-Provider Framework Agreement for the Provision of Investment Management  Consultancy Services primarily in support of the Local Government Pension Scheme (LGPS),Norfolk County Council,  Opportunity,  Open,  NR1 2DH,"  30 August 2022,  1pm",  £0,  27 July 2022
Home Office Reintegration Programme,Home Office,  Opportunity,  Open,"  England, Wales, Bangladesh, Ghana, India, Iraq, Jamaica, Nigeria, Pakistan, Vietnam, Zimbabwe","  30 September 2022, 10am","  £1 to £11,100,000","  26 July 2022, last edited 27 July 2022"
GB-Chelmsford: Chauffer Service,Chelmsford City Council,  Opportunity,  Open,  East of England,"  24 August 2022, 12pm","  £50,000 to £100,000","  27 July 2022, last edited 27 July 2022"
Framework for the supply of Textile Healthcare Products (THP) (R2),Northumbria Healthcare Facilities Management Limited,  Opportunity,  Open,  England,"  29 August 2022, 12pm","  £250,000",  27 July 2022
Access Audit Surveys 2022,Cumbria County Council,  Opportunity,  Open,  England,"   2 September 2022, 12pm","  £130,000","  27 July 2022, last edited 27 July 2022"
Heritage Officer - Amber Valley Borough Council,Bolsover District Council,  Opportunity,  Open,  DE5 3BT,"  24 August 2022, 12pm",  £0,  27 July 2022
K280021773 Weighpads 2022,DVSA - Driver and Vehicle Standards Agency,  Opportunity,  Open,  Any region,"  25 August 2022, 10am","  £300,000",  27 July 2022
Pre-Market Engagement. Re-procurement of the Register of Support Services (ROSS).,National Heritage Memorial Fund,  Early engagement,  Open,  United Kingdom,  22 September 2022,"Publication date 22 July 2022, last edited 27 July 2022",None
FS431079 Assessing the detriment associated with AMR genes and their combinations in food chain risk assessments,The Food Standards Agency,  Opportunity,  Open,  Any region,"  20 September 2022, 12pm",  £1,  27 July 2022
Facilities Management DPS,Abri,  Opportunity,  Open,  SO50 6AD,"  14 May 2024, 11:59pm",  £0 to £1,"  15 May 2020, last edited 27 July 2022"
GLA -27239 Advice and Support Infrastructure for Migrants Experiencing Labour Abuse and Exploitation,Transport for London,  Opportunity,  Open,  London,"  12 September 2022, 11am","  £70,000",  26 July 2022
